Alosa pseudoharengus,Alosa sapidissima,Ammodytes dubius,Anchoa mitchilli,Clupea harengus,Gadus morhua,Glyptocephalus cynoglossus,Limanda ferruginea,Lophius americanus,Melanogrammus aeglefinus,Merluccius bilinearis,Myoxocephalus octodecemspinosus,Paralichthys dentatus,Pseudopleuronectes americanus,Rostroraja eglanteria,Squalus acanthias,Urophycis chuss,Urophycis tenuis,Zoarces americanus
1,0.8493353028064993,0.29093799682034976,0,0.9108061749571184,0.8,0.4044368600682594,0.4438943894389439,0.44224422442244227,0.44170771756978655,0.4467741935483871,0.44137353433835846,0.028771384136858476,0.3466557911908646,0.015822784810126583,0.8531157270029673,0.44243421052631576,0.4083191850594228,0.42122719734660036
0.8493353028064993,1,0.310192023633678,0.10487444608567208,0.7961595273264401,0.6794682422451994,0.3581979320531758,0.4202363367799114,0.41875923190546527,0.4224519940915805,0.4423929098966027,0.4054652880354505,0.0775480059084195,0.3419497784342688,0.0568685376661743,0.9955686853766618,0.4217134416543575,0.3655834564254062,0.39586410635155095
0.29093799682034976,0.310192023633678,1,0.026587887740029542,0.8261904761904761,0.5868131868131868,0.4722222222222222,0.6084828711256117,0.6022727272727273,0.6103896103896104,0.6542207792207793,0.573051948051948,0.07142857142857142,0.6363636363636364,0.033264033264033266,0.8553971486761711,0.7796257796257796,0.4540059347181009,0.5925324675324676
0,0.10487444608567208,0.026587887740029542,1,0.005908419497784343,0,0.06338028169014084,0.020627062706270627,0.023540489642184557,0.025594149908592323,0.027642276422764227,0.013866231647634585,0.034959349593495934,0.02437106918238994,0.03067993366500829,0.5112781954887218,0.0268389662027833,0.04954954954954955,0.01624815361890694
0.9108061749571184,0.7961595273264401,0.8261904761904761,0.005908419497784343,1,0.6735598227474151,0.7761437908496732,0.8894389438943895,1,0.992633517495396,0.9817850637522769,0.9332161687170475,0,0.7307692307692307,0,0.9676840215439856,0.8369565217391305,0.8356164383561644,0.8376623376623377
0.8,0.6794682422451994,0.5868131868131868,0,0.6735598227474151,1,0.672082717872969,0.7504078303425775,0.8662900188323918,0.8471454880294659,1,0.9387755102040817,0,0.5961199294532628,0,0.7679465776293823,0.8378870673952641,0.8017699115044248,0.7435897435897436
0.4044368600682594,0.3581979320531758,0.4722222222222222,0.06338028169014084,0.7761437908496732,0.672082717872969,1,0.7163958641063516,0.7873376623376623,0.886654478976234,0.8834244080145719,0.9897959183673469,0,0.632688927943761,0,0.8479020979020979,0.8096828046744574,0.8706739526411658,0.7796610169491526
0.4438943894389439,0.4202363367799114,0.6084828711256117,0.020627062706270627,0.8894389438943895,0.7504078303425775,0.7163958641063516,1,0.8375184638109305,0.9237012987012987,0.9252032520325203,0.9648506151142355,0,0.7803163444639719,0,1,0.9947552447552448,0.8263772954924875,0.9420035149384886
0.44224422442244227,0.41875923190546527,0.6022727272727273,0.023540489642184557,1,0.8662900188323918,0.7873376623376623,0.8375184638109305,1,0.8375184638109305,0.9204545454545454,0.8955954323001631,0,0.7795414462081128,0,0.9964850615114236,1,0.8653846153846154,0.8948247078464107
0.44170771756978655,0.4224519940915805,0.6103896103896104,0.025594149908592323,0.992633517495396,0.8471454880294659,0.886654478976234,0.9237012987012987,0.8375184638109305,1,0.844903988183161,0.8912337662337663,0,0.7814685314685315,0,1,0.9982517482517482,0.8653846153846154,0.9370629370629371
0.4467741935483871,0.4423929098966027,0.6542207792207793,0.027642276422764227,0.9817850637522769,1,0.8834244080145719,0.9252032520325203,0.9204545454545454,0.844903988183161,1,0.810930576070901,0.04383116883116883,0.7279874213836478,0,1,0.9532554257095158,0.8263772954924875,0.8948247078464107
0.44137353433835846,0.4054652880354505,0.573051948051948,0.013866231647634585,0.9332161687170475,0.9387755102040817,0.9897959183673469,0.9648506151142355,0.8955954323001631,0.8912337662337663,0.810930576070901,1,0,0.6883116883116883,0,0.9856373429084381,1,0.9016393442622951,0.9209138840070299
0.028771384136858476,0.0775480059084195,0.07142857142857142,0.034959349593495934,0,0,0,0,0,0,0.04383116883116883,0,1,0.023633677991137372,0.1600831600831601,0.7669172932330827,0,0,0
0.3466557911908646,0.3419497784342688,0.6363636363636364,0.02437106918238994,0.7307692307692307,0.5961199294532628,0.632688927943761,0.7803163444639719,0.7795414462081128,0.7814685314685315,0.7279874213836478,0.6883116883116883,0.023633677991137372,1,0,0.9429735234215886,0.8866799204771372,0.6455479452054794,0.7452991452991453
0.015822784810126583,0.0568685376661743,0.033264033264033266,0.03067993366500829,0,0,0,0,0,0,0,0,0.1600831600831601,0,1,0.10930576070901034,0,0,0
0.8531157270029673,0.9955686853766618,0.8553971486761711,0.5112781954887218,0.9676840215439856,0.7679465776293823,0.8479020979020979,1,0.9964850615114236,1,1,0.9856373429084381,0.7669172932330827,0.9429735234215886,0.10930576070901034,1,0.843426883308715,0.7344213649851632,0.7917282127031019
0.44243421052631576,0.4217134416543575,0.7796257796257796,0.0268389662027833,0.8369565217391305,0.8378870673952641,0.8096828046744574,0.9947552447552448,1,0.9982517482517482,0.9532554257095158,1,0,0.8866799204771372,0,0.843426883308715,1,0.7311669128508124,0.8701298701298701
0.4083191850594228,0.3655834564254062,0.4540059347181009,0.04954954954954955,0.8356164383561644,0.8017699115044248,0.8706739526411658,0.8263772954924875,0.8653846153846154,0.8653846153846154,0.8263772954924875,0.9016393442622951,0,0.6455479452054794,0,0.7344213649851632,0.7311669128508124,1,0.7045790251107829
0.42122719734660036,0.39586410635155095,0.5925324675324676,0.01624815361890694,0.8376623376623377,0.7435897435897436,0.7796610169491526,0.9420035149384886,0.8948247078464107,0.9370629370629371,0.8948247078464107,0.9209138840070299,0,0.7452991452991453,0,0.7917282127031019,0.8701298701298701,0.7045790251107829,1
